Sat.A1ModJulian           Sat.UTCModJulian          Sat.X                     Sat.Y                     Sat.Z                     Sat.VX                    Sat.VY                    Sat.VZ                    
30311.02126197201         30311.02083333333         -2357.740996466838        -955.6602549354817        6600.417631392524         -7.073499880007826        0.3540426814732894        -2.469060276611752        
30311.02195641645         30311.02152777778         -2777.108658576515        -932.5040224858906        6439.022652124546         -6.900716843971875        0.4175735755705461        -2.908966386147501        
30311.0226508609          30311.02222222222         -3185.269565930013        -905.5849319209198        6251.575914899507         -6.700064851597722        0.4794293718449307        -3.337161486029677        
30311.02334530534         30311.02291666666         -3580.574887918563        -875.0109692864253        6038.831950083638         -6.472338780276234        0.539361832880373         -3.751924428641764        
30311.02403974979         30311.02361111111         -3961.426704661797        -840.9048072357394        5801.647090571543         -6.21844047204829         0.5971297980314875        -4.151583874121751        
30311.02473419423         30311.02430555555         -4326.284371321016        -803.403352305421         5540.976306279341         -5.939376932412678        0.6525001230770029        -4.534524359033953        
30311.02542863868         30311.025                 -4673.670761172939        -762.6572353246933        5257.869645804863         -5.636257935226602        0.7052486366680076        -4.899193265367472        
30311.02612308312         30311.02569444444         -5002.178331227115        -718.8302439461025        4953.46824853379          -5.310292482521764        0.7551611124710513        -5.244108030732076        
30311.02681752756         30311.02638888889         -5310.474945403121        -672.0986964974477        4628.999934562365         -4.962784340738812        0.8020342518401498        -5.567862946585678        
30311.02751197201         30311.02708333333         -5597.309413115178        -622.650756875673         4285.774402593262         -4.595127063515946        0.8456766620907569        -5.869135450839052        
30311.02820641645         30311.02777777778         -5861.516716488783        -570.6856918049364        3925.178061496206         -4.208798576171757        0.8859097910249591        -6.146692058286393        
30311.0289008609          30311.02847222222         -6102.022897648627        -516.4130745358351        3548.66851818226          -3.805355266843628        0.9225687722530115        -6.399393854661352        
30311.02959530534         30311.02916666667         -6317.849580945754        -460.0519407531314        3157.768752944419         -3.386425780123954        0.9555031772258057        -6.626201418201235        
30311.03028974979         30311.02986111111         -6508.118121038807        -401.8299011472728        2754.061012789729         -2.953704770769114        0.9845777154368538        -6.826179360465892        
30311.03098419423         30311.03055555556         -6672.053372442625        -341.9822128886087        2339.180434194615         -2.508946464037774        1.009672900958769         -6.998500846959407        
30311.03167863868         30311.03125               -6808.987054747276        -280.7508134331651        1914.808394742835         -2.053957544131966        1.030685626516272         -7.142452053906426        
